Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat
"BBQ Chicken Mac & Cheese, Small",N/A,34g,42g,23g,14g,2g,1390mg,100mg,570,18g,1g
Chicken Tortellini Alfredo,N/A,39g,68g,31g,2g,3g,1690mg,135mg,750,21g,1g
"Mac & Cheese, Bread Bowl",N/A,35g,163g,43g,8g,6g,2210mg,80mg,1140,18g,1g
"Mac & Cheese, Large",437g,62g,66g,33g,15g,2g,2090mg,155mg,950,35g,1.5g
"Mac & Cheese, Small",218g,31g,33g,17g,7g,1g,1040mg,80mg,470,17g,1g
"Baked Potato Soup, Bowl",N/A,20g,33g,9g,5g,4g,1420mg,45mg,330,10g,0g
"Baked Potato Soup, Bread Bowl",N/A,18g,152g,33g,4g,7g,2110mg,30mg,890,7g,0g
"Baked Potato Soup, Cup",N/A,13g,22g,6g,3g,3g,950mg,30mg,220,7g,0g
"Bistro French Onion Soup, Bowl",N/A,13g,35g,12g,15g,4g,1670mg,10mg,310,6g,0g
"Bistro French Onion Soup, Bread Bowl",N/A,13g,151g,35g,11g,7g,2240mg,5mg,860,4g,0g
"Bistro French Onion Soup, Cup",N/A,8g,21g,8g,10g,2g,1070mg,5mg,190,3.5g,0g
"Broccoli Cheddar Soup, Bowl",N/A,21g,30g,14g,6g,6g,1330mg,55mg,360,13g,1g
"Broccoli Cheddar Soup, Bread Bowl",N/A,18g,149g,35g,5g,8g,2000mg,35mg,900,8g,0.5g
"Broccoli Cheddar Soup, Cup",N/A,13g,19g,9g,4g,4g,840mg,35mg,230,8g,0.5g
"Cream of Chicken & Wild Rice Soup, Bowl",N/A,16g,27g,10g,2g,5g,1390mg,35mg,260,7g,0.5g
"Cream of Chicken & Wild Rice Soup, Bread Bowl",N/A,15g,148g,33g,2g,8g,2090mg,25mg,840,5g,0g
"Cream of Chicken & Wild Rice Soup, Cup",N/A,10g,18g,6g,1g,4g,920mg,25mg,180,4.5g,0g
"Low-Fat Chicken Noodle Soup, Bowl",N/A,5g,19g,14g,2g,3g,1400mg,110mg,160,1.5g,0g
"Low-Fat Chicken Noodle Soup, Bread Bowl",N/A,8g,143g,36g,2g,7g,2090mg,75mg,780,1.5g,0g
"Low-Fat Chicken Noodle Soup, Cup",N/A,3g,13g,10g,1g,2g,930mg,75mg,110,1g,0g
"New England Clam Chowder, Bowl",N/A,39g,42g,14g,6g,3g,1040mg,145mg,570,24g,1.5g
"New England Clam Chowder, Bread Bowl",N/A,30g,157g,36g,4g,7g,1840mg,95mg,1040,16g,1g
"New England Clam Chowder, Cup",N/A,25g,27g,9g,4g,2g,680mg,95mg,370,16g,1g
"Vegetarian Creamy Tomato Soup, Bowl",N/A,13g,36g,6g,16g,4g,910mg,50mg,280,7g,0g
"Vegetarian Creamy Tomato Soup, Bread Bowl",N/A,13g,155g,31g,11g,7g,1790mg,30mg,860,5g,0g
"Vegetarian Creamy Tomato Soup, Cup",N/A,9g,25g,4g,11g,3g,630mg,30mg,200,4.5g,0g
Kids Bacon Mac & Cheese,N/A,37g,34g,22g,8g,1g,1310mg,95mg,550,19g,1g
Kids Baja Mac & Cheese,N/A,35g,39g,18g,9g,4g,1160mg,155mg,530,18g,1g
Kids Baked Potato Soup,N/A,13g,22g,6g,3g,3g,950mg,30mg,220,7g,0g
Kids BBQ Chicken Mac & Cheese,N/A,34g,42g,23g,14g,2g,1390mg,100mg,570,18g,1g
Kids Bistro French Onion Soup,N/A,8g,21g,8g,10g,2g,1070mg,5mg,190,3.5g,0g
Kids Blueberry Squeezable Yogurt,57g,1g,9g,2g,6g,0g,35mg,5mg,50,0.5g,0g
Kids Broccoli Cheddar Soup,N/A,13g,19g,9g,4g,4g,840mg,35mg,230,8g,0.5g
Kids Caesar Salad,N/A,13g,7g,5g,1g,1g,300mg,20mg,160,3g,0g
Kids Cream of Chicken & Wild Rice Soup,N/A,10g,18g,6g,1g,4g,920mg,25mg,180,4.5g,0g
Kids Greek Salad,N/A,18g,7g,4g,4g,2g,510mg,10mg,200,4g,0g
Kids Grilled Cheese on Classic White Bread,N/A,18g,52g,19g,5g,2g,1090mg,50mg,450,10g,0.5g
Kids Ham Sandwich on Whole Grain Bread,N/A,9g,30g,17g,3g,4g,750mg,40mg,260,5g,0g
Kids Low-Fat Chicken Noodle Soup,N/A,3g,13g,10g,1g,2g,930mg,75mg,110,1g,0g
Kids Low-Fat Vegetarian Black Bean Soup,N/A,1g,27g,5g,1g,12g,740mg,0mg,90,0g,0g
Kids Mac & Cheese,N/A,31g,33g,17g,7g,1g,1040mg,80mg,470,17g,1g
Kids New England Clam Chowder,N/A,25g,27g,9g,4g,2g,680mg,95mg,370,16g,1g
Kids Peanut Butter & Jelly on Whole Grain Bread,118g,16g,49g,12g,19g,6g,410mg,0mg,370,2.5g,0g
Kids Seasonal Greens Salad,N/A,6g,10g,2g,7g,2g,75mg,0mg,90,1g,0g
Kids Strawberry Squeezable Yogurt,57g,1g,8g,2g,6g,0g,35mg,5mg,50,0.5g,0g
Kids Turkey Sandwich on Whole Grain Bread,N/A,9g,29g,22g,2g,4g,760mg,45mg,280,5g,0g
Kids Vegetarian Creamy Tomato Soup,N/A,9g,25g,4g,11g,3g,630mg,30mg,200,4.5g,0g
Apple,154g,0g,21g,0g,15g,4g,0mg,0mg,80,0g,0g
Banana,N/A,0g,23g,1g,12g,3g,0mg,0mg,90,0g,0g
"French Baguette, Side Portion",N/A,1g,36g,6g,0g,1g,440mg,0mg,180,0g,0g
Panera Kettle Chips,N/A,8g,17g,2g,1g,1g,150mg,0mg,150,0.5g,0g
Pickle Spear,35g,0g,1g,0g,0g,0g,240mg,0mg,5,0g,0g
Sprouted Whole Grain Roll,N/A,1g,33g,6g,3g,3g,360mg,0mg,170,0g,0g
